species,INDIV,CollPreNo,locality,region,County,sex,age,mass_g,SVL_cm,TL_cm,baseline_ms,MAMU,allele_a,allele_b
Thamnophis sirtalis,CS4,Warrenton_97-CS4,Warrenton,PNW,NA,NA,neonate,2.98,17.4,NA,0.3837,NA,V,V
Thamnophis sirtalis,CU13,Warrenton_97-CU13,Warrenton,PNW,NA,NA,neonate,3.14,18.2,NA,0.3561,NA,V,V
Thamnophis sirtalis,CU2,Warrenton_97-CU2,Warrenton,PNW,NA,NA,neonate,3.11,18.8,NA,0.3512,NA,V,V
Thamnophis sirtalis,FH12,Warrenton_97-FH12,Warrenton,PNW,NA,NA,neonate,2.16,16.6,NA,0.2903,NA,V,V
Thamnophis sirtalis,FH6,Warrenton_97-FH6,Warrenton,PNW,NA,NA,neonate,2.47,17.2,NA,0.3539,NA,V,V
Thamnophis sirtalis,FI1,Clallam_97-FI1,Clallam,PNW,NA,NA,neonate,2.55,15.5,NA,0.1952,NA,WT,WT
Thamnophis sirtalis,FI1,Clallam_97-FI4,Clallam,PNW,NA,NA,neonate,2.14,15.6,NA,0.226,NA,WT,WT
Thamnophis sirtalis,FK6,Clallam_97-FK6,Clallam,PNW,NA,NA,neonate,2.12,16.6,NA,0.2533,NA,WT,WT
Thamnophis sirtalis,FK9,Clallam_97-FK9,Clallam,PNW,NA,NA,neonate,2.22,16.6,NA,0.3077,NA,WT,WT
Thamnophis sirtalis,FO2,Clallam_97-FO2,Clallam,PNW,NA,NA,neonate,1.88,15.4,NA,0.2474,NA,WT,WT
Thamnophis sirtalis,FO7,Clallam_97-FO7,Clallam,PNW,NA,NA,neonate,1.76,16.1,NA,0.2483,NA,WT,WT
Thamnophis sirtalis,FZ3,Dupont_97-FZ3,Dupont,PNW,NA,NA,neonate,2.9,17.7,NA,0.3843,NA,VA,VA
Thamnophis sirtalis,GP2,Dupont_97-GP2,Dupont,PNW,NA,NA,neonate,3.46,19.6,NA,0.3671,NA,WT,WT
Thamnophis sirtalis,GP4,Dupont_97-GP4,Dupont,PNW,NA,NA,neonate,3.65,19,NA,0.4307,NA,VA,WT
Thamnophis sirtalis,GQ10,Dupont_97-GQ10,Dupont,PNW,NA,NA,neonate,2.36,16,NA,0.3266,NA,VA,VA
Thamnophis sirtalis,GQ2,Dupont_97-GQ2,Dupont,PNW,NA,NA,neonate,2.96,17,NA,0.321,NA,WT,WT
Thamnophis sirtalis,GU3,Dupont_97-GU3,Dupont,PNW,NA,NA,neonate,2.55,17.5,NA,0.3016,NA,VA,VA
Thamnophis sirtalis,GV1,Clallam_97-GV1,Clallam,PNW,NA,NA,neonate,2.46,16.6,NA,0.3232,NA,WT,WT
Thamnophis sirtalis,GV3,Clallam_97-GV3,Clallam,PNW,NA,NA,neonate,2.28,16.7,NA,0.2556,NA,WT,WT
Thamnophis sirtalis,GW2,Dupont_97-GW2,Dupont,PNW,NA,NA,neonate,2.9,18.3,NA,0.3701,NA,VA,VA
Thamnophis sirtalis,GW5,Dupont_97-GW5,Dupont,PNW,NA,NA,neonate,3.04,18.4,NA,0.3743,NA,VA,VA
Thamnophis sirtalis,GX1,Warrenton_97-GX1,Warrenton,PNW,NA,NA,neonate,2.25,17.7,NA,0.3717,NA,WT,WT
Thamnophis sirtalis,GY9,Ten_Mile_97-GY9,Ten_Mile,PNW,NA,NA,neonate,2.02,15.7,NA,0.3102,NA,VA,VA
Thamnophis sirtalis,GZ7,Warrenton_97-GZ7,Warrenton,PNW,NA,NA,neonate,2.93,18.5,NA,0.3957,NA,V,V
Thamnophis sirtalis,HD12,Ten_Mile_97-HD12,Ten_Mile,PNW,NA,NA,neonate,2.3,16.6,NA,0.3352,NA,VA,VA
Thamnophis sirtalis,HE9,Warrenton_97-HE9,Warrenton,PNW,NA,NA,neonate,3.14,18.2,NA,0.3561,NA,V,V
Thamnophis sirtalis,HG2,Dupont_97-HG2,Dupont,PNW,NA,NA,neonate,3.51,19.2,NA,0.3788,NA,WT,WT
Thamnophis sirtalis,HH1,Dupont_97-HH1,Dupont,PNW,NA,NA,neonate,3.65,19.8,NA,0.3962,NA,VA,WT
Thamnophis sirtalis,HH5,Dupont_97-HH5,Dupont,PNW,NA,NA,neonate,3.61,20,NA,0.3799,NA,VA,VA
Thamnophis sirtalis,HJ4,Dupont_97-HJ4,Dupont,PNW,NA,NA,neonate,2.51,18.1,NA,0.3577,NA,WT,WT
Thamnophis sirtalis,HN8,Ten_Mile_97-HN8,Ten_Mile,PNW,NA,NA,neonate,2.56,17.3,NA,0.3099,NA,VA,VA
Thamnophis sirtalis,HP4,Dupont_97-HP4,Dupont,PNW,NA,NA,neonate,2.67,18.3,NA,0.3141,NA,VA,WT
Thamnophis sirtalis,HP7,Dupont_97-HP7,Dupont,PNW,NA,NA,neonate,2.55,18.5,NA,0.3226,NA,WT,WT
Thamnophis sirtalis,HR2,Warrenton_97-HR2,Warrenton,PNW,NA,NA,neonate,2.55,17.4,NA,0.2846,NA,V,V
Thamnophis sirtalis,HR3,Warrenton_97-HR3,Warrenton,PNW,NA,NA,neonate,2.96,18.2,NA,0.3925,NA,V,V
Thamnophis sirtalis,JD7,NA,San Simeon,south_bay,NA,NA,neonate,2.4,17.9,NA,0.485,NA,V,V
Thamnophis sirtalis,JG2,NA,Gilroy,south_bay,NA,NA,neonate,2.78,19.5,NA,0.4288,NA,LVNV,WT
Thamnophis sirtalis,JJ1,NA,San Simeon,south_bay,NA,NA,neonate,1.94,17.5,NA,0.2942,NA,WT,WT
Thamnophis sirtalis,JJ12,NA,San Simeon,south_bay,NA,NA,neonate,2.23,17.4,NA,0.2838,NA,WT,WT
Thamnophis sirtalis,JL3,NA,Gilroy,south_bay,NA,NA,neonate,1.76,17,NA,0.3566,NA,V,V
Thamnophis sirtalis,JN3,NA,San Simeon,south_bay,NA,NA,neonate,2.04,16.7,NA,0.5118,NA,WT,WT
Thamnophis sirtalis,JN8,NA,San Simeon,south_bay,NA,NA,neonate,1.84,15.7,NA,0.3338,NA,WT,WT
Thamnophis sirtalis,JO10,NA,Gilroy,south_bay,NA,NA,neonate,2.32,17.3,NA,0.3737,NA,WT,WT
Thamnophis sirtalis,JP1,NA,NA,PNW,Benton,NA,neonate,2.86,18.1,NA,0.3336,NA,V,V
Thamnophis sirtalis,JP2,NA,NA,PNW,Benton,NA,neonate,2.54,17.4,NA,0.3396,NA,VA,V
Thamnophis sirtalis,JP4,NA,NA,PNW,Benton,NA,neonate,2.79,18.3,NA,0.3465,NA,V,V
Thamnophis sirtalis,JP5,NA,NA,PNW,Benton,NA,neonate,3.12,18.3,NA,0.3309,NA,V,V
Thamnophis sirtalis,JQ1,NA,Willow Creek,north_bay,NA,NA,neonate,2.89,18.1,NA,0.2706,NA,LVNV,LVNV
Thamnophis sirtalis,JQ2,NA,Willow Creek,north_bay,NA,NA,neonate,2.87,17.4,NA,0.3086,NA,LVNV,LVNV
Thamnophis sirtalis,JQ4,NA,Willow Creek,north_bay,NA,NA,neonate,3.1,18.1,NA,0.3804,NA,LVNV,LVNV
Thamnophis sirtalis,JR1,NA,NA,PNW,Benton,NA,neonate,2.72,18.5,NA,0.3374,NA,V,V
Thamnophis sirtalis,JR2,NA,NA,PNW,Benton,NA,neonate,2.11,17.6,NA,0.2973,NA,V,V
Thamnophis sirtalis,JR5,NA,NA,PNW,Benton,NA,neonate,2.51,18.2,NA,0.288,NA,V,V
Thamnophis sirtalis,JR8,NA,NA,PNW,Benton,NA,neonate,3.01,19.5,NA,0.3061,NA,V,V
Thamnophis sirtalis,JW4,NA,Priest Lk.,PNW,NA,NA,neonate,1.71,15.5,NA,0.2806,NA,WT,WT
Thamnophis sirtalis,KA2,NA,Willits,nor_coast,NA,NA,neonate,1.44,13.5,NA,0.2678,NA,WT,WT
Thamnophis sirtalis,KA3,NA,Willits,nor_coast,NA,NA,neonate,2.64,16.4,NA,0.3303,NA,WT,WT
Thamnophis sirtalis,KB3,NA,Creekscent City,nor_coast,NA,NA,neonate,3,18.6,NA,0.2724,NA,WT,WT
Thamnophis sirtalis,KD4,NA,NA,PNW,Benton,NA,neonate,2.15,15.7,NA,0.3054,NA,VA,VA
Thamnophis sirtalis,KF1,NA,Gilroy,south_bay,NA,NA,neonate,1.81,17.9,NA,0.3976,NA,V,V
Thamnophis sirtalis,KH3,Wildboy_98-KH3,Wildboy,PNW,NA,NA,neonate,2.6,17.4,NA,0.3175,NA,VA,VA
Thamnophis sirtalis,KH4,Wildboy_98-KH4,Wildboy,PNW,NA,NA,neonate,2.58,17.6,NA,0.3715,NA,V,V
Thamnophis sirtalis,KI3,Wildboy_98-KI3,Wildboy,PNW,NA,NA,neonate,2.4,17.3,NA,0.4062,NA,V,V
Thamnophis sirtalis,KL5,NA,Creekscent City,nor_coast,NA,NA,neonate,2.45,18,NA,0.3851,NA,WT,WT
Thamnophis sirtalis,KL6,NA,Creekscent City,nor_coast,NA,NA,neonate,2.68,17.4,NA,0.3527,NA,WT,WT
Thamnophis sirtalis,KM3,NA,Creekscent City,nor_coast,NA,NA,neonate,2.41,16.5,NA,0.328,NA,WT,WT
Thamnophis sirtalis,KM5,NA,Creekscent City,nor_coast,NA,NA,neonate,2.25,17,NA,0.3466,NA,WT,WT
Thamnophis sirtalis,KN1,NA,Willow Creek,north_bay,NA,NA,neonate,2.66,17.3,NA,0.3469,NA,LVNV,LVNV
Thamnophis sirtalis,KN6,NA,Willow Creek,north_bay,NA,NA,neonate,2.82,17.8,NA,0.3383,NA,LVNV,LVNV
Thamnophis sirtalis,KN9,NA,Willow Creek,north_bay,NA,NA,neonate,2.7,17.5,NA,0.3004,NA,LVNV,LVNV
Thamnophis sirtalis,KP4,NA,NA,PNW,Benton,NA,neonate,2.71,18.1,NA,0.3582,NA,VA,V
Thamnophis sirtalis,KQ2,NA,Willits,nor_coast,NA,NA,neonate,2.2,16.9,NA,0.3995,NA,LVNV,LVNV
Thamnophis sirtalis,KQ5,NA,Willits,nor_coast,NA,NA,neonate,1.97,16.3,NA,0.4288,NA,WT,WT
Thamnophis sirtalis,KT1,NA,Gilroy,south_bay,NA,NA,neonate,2.87,19,NA,0.355,NA,V,WT
Thamnophis sirtalis,KV8,NA,Creekscent City,nor_coast,NA,NA,neonate,2.26,17.5,NA,0.3045,NA,WT,WT
Thamnophis sirtalis,KY5,NA,Gilroy,south_bay,NA,NA,neonate,1.32,16.1,NA,0.3759,NA,WT,WT
Thamnophis sirtalis,LC2,NA,Skagit R,PNW,NA,NA,neonate,2.42,17.8,NA,0.349,NA,WT,WT
Thamnophis sirtalis,LD1,Willits_98-LD1,Willits,nor_coast,NA,NA,neonate,1.45,15.3,NA,0.3595,NA,LVNV,WT
Thamnophis sirtalis,LD10,NA,Willits,nor_coast,NA,NA,neonate,1.85,15.9,NA,0.3079,NA,WT,WT
Thamnophis sirtalis,LD2,NA,Willits,nor_coast,NA,NA,neonate,1.75,15.6,NA,0.3858,NA,WT,WT
Thamnophis sirtalis,LG1,NA,Skagit R,PNW,NA,NA,neonate,2.45,17.3,NA,0.3405,NA,WT,WT
Thamnophis sirtalis,LG2,NA,Skagit R,PNW,NA,NA,neonate,2.3,16.5,NA,0.2807,NA,WT,WT
Thamnophis sirtalis,LH2,NA,Skagit R,PNW,NA,NA,neonate,1.93,16.1,NA,0.2955,NA,WT,WT
Thamnophis sirtalis,LH4,NA,Skagit R,PNW,NA,NA,neonate,2.53,16.4,NA,0.3111,NA,WT,WT
Thamnophis sirtalis,LN4,NA,Creekscent City,nor_coast,NA,NA,neonate,1.96,16.3,NA,0.3506,NA,WT,WT
Thamnophis sirtalis,LP2,NA,Skagit R,PNW,NA,NA,neonate,2.53,16.6,NA,0.2796,NA,WT,WT
Thamnophis sirtalis,LP4,NA,Skagit R,PNW,NA,NA,neonate,2.46,16.6,NA,0.3309,NA,WT,WT
Thamnophis sirtalis,LV1,NA,Willow Creek,north_bay,NA,NA,neonate,2.32,16.7,NA,0.3432,NA,LVNV,LVNV
Thamnophis sirtalis,LV2,NA,Willow Creek,north_bay,NA,NA,neonate,2.38,16.4,NA,0.3128,NA,LVNV,LVNV
Thamnophis sirtalis,LX3,NA,Skagit R,PNW,NA,NA,neonate,2.04,16.3,NA,0.3556,NA,WT,WT
Thamnophis sirtalis,LX4,NA,Skagit R,PNW,NA,NA,neonate,1.8,15.9,NA,0.3107,NA,WT,WT
Thamnophis sirtalis,MB1,NA,Willits,nor_coast,NA,NA,neonate,1.88,15.5,NA,0.3731,NA,WT,WT
Thamnophis sirtalis,MC1,NA,NA,PNW,Benton,NA,neonate,3.21,18.2,NA,0.3871,NA,V,V
Thamnophis sirtalis,MC2,NA,NA,PNW,Benton,NA,neonate,2.68,16.6,NA,0.3347,NA,VA,VA
Thamnophis sirtalis,MD1,NA,Willits,nor_coast,NA,NA,neonate,2.46,16.7,NA,0.3766,NA,WT,WT
Thamnophis sirtalis,MD6,NA,Willits,nor_coast,NA,NA,neonate,1.77,15.2,NA,0.3466,NA,WT,WT
Thamnophis sirtalis,MF3,NA,San Simeon,south_bay,NA,NA,neonate,2.3,16.5,NA,0.439,NA,WT,WT
Thamnophis sirtalis,MF4,NA,San Simeon,south_bay,NA,NA,neonate,2.1,16.1,NA,0.4746,NA,WT,WT
Thamnophis sirtalis,MH2,NA,Skagit R,PNW,NA,NA,neonate,1.74,15.1,NA,0.277,NA,WT,WT
Thamnophis sirtalis,MH8,NA,Skagit R,PNW,NA,NA,neonate,1.43,13.7,NA,0.2743,NA,WT,WT
Thamnophis sirtalis,MI2,NA,Skagit R,PNW,NA,NA,neonate,2.52,17.3,NA,0.3252,NA,WT,WT
Thamnophis sirtalis,MI3,NA,Skagit R,PNW,NA,NA,neonate,2.27,17,NA,0.2862,NA,WT,WT
Thamnophis sirtalis,MK3,NA,Skagit R,PNW,NA,NA,neonate,2.61,16.6,NA,0.3087,NA,WT,WT
Thamnophis sirtalis,MK4,NA,Skagit R,PNW,NA,NA,neonate,2.69,17.2,NA,0.3067,NA,WT,WT
Thamnophis sirtalis,MN4,NA,NA,PNW,Benton,NA,neonate,2.64,17,NA,0.327,NA,VA,VA
Thamnophis sirtalis,MN5,NA,NA,PNW,Benton,NA,neonate,2.95,17.2,NA,0.3596,NA,V,V
Thamnophis sirtalis,MO2,NA,NA,PNW,Benton,NA,neonate,3.23,18.7,NA,0.3706,NA,VA,V
Thamnophis sirtalis,MP2,NA,Willits,nor_coast,NA,NA,neonate,2.62,16.6,NA,0.3501,NA,WT,WT
Thamnophis sirtalis,MP4,NA,Willits,nor_coast,NA,NA,neonate,2.88,17,NA,0.4259,NA,WT,WT
Thamnophis sirtalis,MQ3,NA,Willits,nor_coast,NA,NA,neonate,1.78,15.1,NA,0.3089,NA,WT,WT
Thamnophis sirtalis,MR2,NA,Willits,nor_coast,NA,NA,neonate,1.55,15.3,NA,0.3779,NA,WT,WT
Thamnophis sirtalis,MR3,NA,Willits,nor_coast,NA,NA,neonate,1.78,15.2,NA,0.3001,NA,WT,WT
Thamnophis sirtalis,MT3,NA,Skagit R,PNW,NA,NA,neonate,2.07,16,NA,0.3563,NA,WT,WT
Thamnophis sirtalis,MT6,NA,Skagit R,PNW,NA,NA,neonate,2.05,16.5,NA,0.4129,NA,WT,WT
Thamnophis sirtalis,MTJH 433,Pot_Ts_2017_01,Potter Slough,PNW,NA,NA,adult,33.2,NA,NA,0.4167,NA,V,V
Thamnophis sirtalis,MTJH 459,Clal_Ts_2017_01,Clallum,PNW,NA,NA,neonate,1.9,NA,NA,0.4879,1.46,WT,WT
Thamnophis sirtalis,MTJH 468,Cook_Ts_2017_09,Cook Creek,PNW,NA,NA,subadult,13.1,NA,NA,0.4136,NA,VA,WT
Thamnophis sirtalis,MY12,Wildboy_98-MY12,Wildboy,PNW,NA,NA,neonate,2.59,17.2,NA,0.3197,NA,VA,V
Thamnophis sirtalis,MZ1,Wildboy_98-MZ1,Wildboy,PNW,NA,NA,neonate,2.72,18.1,NA,0.3292,NA,WT,WT
Thamnophis sirtalis,MZ2,Wildboy_98-MZ2,Wildboy,PNW,NA,NA,neonate,2.55,18.6,NA,0.3598,NA,WT,WT
Thamnophis sirtalis,N1,Willow_Cr_Ts_WCTs_N1,Willow Creek,north_bay,NA,NA,neonate,2.54,18.3,NA,0.3527,NA,LVNV,LVNV
Thamnophis sirtalis,NA3,NA,McGribble,PNW,NA,NA,neonate,1.67,14.5,NA,0.3167,NA,V,V
Thamnophis sirtalis,NE1,NA,Willits,nor_coast,NA,NA,neonate,1.41,14.5,NA,0.3032,NA,WT,WT
Thamnophis sirtalis,NK1,NA,Hoquiam,PNW,NA,NA,neonate,2.71,17.9,NA,0.3918,NA,WT,WT
Thamnophis sirtalis,NO1,NA,Parsnip,PNW,NA,NA,neonate,2.7,18.1,NA,0.3498,NA,WT,WT
Thamnophis sirtalis,NO2,NA,Parsnip,PNW,NA,NA,neonate,2.48,17.4,NA,0.3987,NA,WT,WT
Thamnophis sirtalis,NO3,NA,Parsnip,PNW,NA,NA,neonate,2.67,17.9,NA,0.33,NA,WT,WT
Thamnophis sirtalis,NP1,NA,Parsnip,PNW,NA,NA,neonate,2.15,16.6,NA,0.3811,NA,WT,WT
Thamnophis sirtalis,NP3,NA,Parsnip,PNW,NA,NA,neonate,2.18,16.6,NA,0.394,NA,WT,WT
Thamnophis sirtalis,NQ2,NA,Parsnip,PNW,NA,NA,neonate,2.32,17.1,NA,0.4136,NA,WT,WT
Thamnophis sirtalis,NS2,NA,Parsnip,PNW,NA,NA,neonate,1.66,15.9,NA,0.3151,NA,WT,WT
Thamnophis sirtalis,NT1,NA,Hoquiam,PNW,NA,NA,neonate,2.37,16.9,NA,0.4039,NA,WT,WT
Thamnophis sirtalis,NT3,NA,Hoquiam,PNW,NA,NA,neonate,2.35,16.6,NA,0.3611,NA,WT,WT
Thamnophis sirtalis,NW1,NA,Parsnip,PNW,NA,NA,neonate,2.86,17.5,NA,0.3198,NA,WT,WT
Thamnophis sirtalis,NW2,NA,Parsnip,PNW,NA,NA,neonate,2.83,18.9,NA,0.3686,NA,WT,WT
Thamnophis sirtalis,NY2,NA,Parsnip,PNW,NA,NA,neonate,2.74,17.6,NA,0.3495,NA,WT,WT
Thamnophis sirtalis,P1,Willow_Cr_TsWC_P1_e24F-PH,Willow Creek,north_bay,NA,NA,neonate,2.9,17.2,NA,0.4688,NA,LVNV,LVNV
Thamnophis sirtalis,PX4,NA,Sailor Med,sierra,NA,NA,neonate,2.15,15.7,NA,0.3068,NA,WT,WT
Thamnophis sirtalis,RR2,Ledson_Marsh_01-RR2,Ledson_Marsh,north_bay,NA,NA,neonate,1.84,16.7,NA,0.3088,NA,V,WT
Thamnophis sirtalis,RT1,Ledson_Marsh_01-RT1,Ledson_Marsh,north_bay,NA,NA,neonate,1.44,15.4,NA,0.3252,NA,V,WT
Thamnophis sirtalis,RT2,NA,Ledson Marsh,north_bay,NA,NA,neonate,1.24,14.6,NA,0.2783,NA,WT,WT
Thamnophis sirtalis,RW1,NA,Ledson Marsh,north_bay,NA,NA,neonate,1.71,15.7,NA,0.2996,NA,V,V
Thamnophis sirtalis,RW2,NA,Ledson Marsh,north_bay,NA,NA,neonate,1.98,17,NA,0.3074,NA,WT,WT
Thamnophis sirtalis,RX1,Ledson_Marsh_01-RX1,Ledson_Marsh,north_bay,NA,NA,neonate,1.91,16.3,NA,0.3785,NA,V,WT
Thamnophis sirtalis,RX2,Ledson_Marsh_01-RX2,Ledson_Marsh,north_bay,NA,NA,neonate,1.46,15.4,NA,0.3378,NA,V,WT
Thamnophis sirtalis,SG1,NA,NA,PNW,Benton,NA,neonate,2.09,17,NA,0.285,NA,V,V
Thamnophis sirtalis,SH1,NA,NA,PNW,Benton,NA,neonate,3.25,19.3,NA,0.3727,NA,VA,V
Thamnophis sirtalis,SJ1,NA,Potter Slough,PNW,NA,NA,neonate,2.14,17.5,NA,0.3292,NA,V,V
Thamnophis sirtalis,SJ2,NA,Potter Slough,PNW,NA,NA,neonate,2.56,17.2,NA,0.3162,NA,V,V
Thamnophis sirtalis,SK1,NA,Potter Slough,PNW,NA,NA,neonate,2.34,17.4,NA,0.351,NA,VA,VA
Thamnophis sirtalis,SK2,NA,Potter Slough,PNW,NA,NA,neonate,2.12,18.1,NA,0.3267,NA,VA,WT
Thamnophis sirtalis,SL1,NA,NA,PNW,Benton,NA,neonate,2.57,17,NA,0.3138,NA,VA,V
Thamnophis sirtalis,ST1,NA,Stayton,PNW,NA,NA,neonate,2.45,17.2,NA,0.3119,NA,V,V
Thamnophis sirtalis,ST13,NA,Stayton,PNW,NA,NA,neonate,2.41,16.9,NA,0.2904,NA,V,V
Thamnophis sirtalis,ST2,NA,Stayton,PNW,NA,NA,neonate,2.28,16.8,NA,0.3124,NA,V,V
Thamnophis sirtalis,SU10,20317,Stayton,PNW,NA,NA,neonate,2.29,18,NA,0.3484,NA,V,V
Thamnophis sirtalis,SU12,20319,Stayton,PNW,NA,NA,neonate,2.56,18,NA,0.3156,15,V,V
Thamnophis sirtalis,SU4,20311,Stayton,PNW,NA,NA,neonate,2.44,18,NA,0.3343,NA,VA,V
Thamnophis sirtalis,SW1,NA,Potter Slough,PNW,NA,NA,neonate,3.08,17.8,NA,0.3982,NA,V,V
Thamnophis sirtalis,SW2,NA,Potter Slough,PNW,NA,NA,neonate,2.7,17,NA,0.3577,NA,VA,V
Thamnophis sirtalis,SX1,NA,Mill City,PNW,NA,NA,neonate,2.45,17.5,NA,0.3618,NA,V,WT
Thamnophis sirtalis,TH1,NA,Potter Slough,PNW,NA,NA,neonate,2.97,17.2,NA,0.3726,NA,WT,WT
Thamnophis sirtalis,TH2,NA,Potter Slough,PNW,NA,NA,neonate,2.94,17.6,NA,0.3524,NA,WT,WT
Thamnophis sirtalis,TK1,NA,Potter Slough,PNW,NA,NA,neonate,3.29,18.7,NA,0.3282,NA,VA,V
Thamnophis sirtalis,TK2,NA,Potter Slough,PNW,NA,NA,neonate,3.01,18.2,NA,0.2939,NA,V,WT
Thamnophis sirtalis,TM1,NA,Potter Slough,PNW,NA,NA,neonate,2.74,18.8,NA,0.3258,NA,VA,VA
Thamnophis sirtalis,TM2,NA,Potter Slough,PNW,NA,NA,neonate,2.77,18.5,NA,0.339,NA,VA,VA
Thamnophis sirtalis,TR1,NA,Stayton,PNW,NA,NA,neonate,3.1,16.8,NA,0.3982,NA,V,V
Thamnophis sirtalis,TR3,NA,Stayton,PNW,NA,NA,neonate,2.04,14.4,NA,0.3021,NA,VA,VA
Thamnophis sirtalis,TS1,NA,Stayton,PNW,NA,NA,neonate,2.85,16.8,NA,0.3666,NA,VA,VA
Thamnophis sirtalis,TS2,NA,Stayton,PNW,NA,NA,neonate,3.24,16.7,NA,0.3259,NA,WT,WT
Thamnophis sirtalis,TV1,NA,Lost Lk.,PNW,NA,NA,neonate,3,18.3,NA,0.4195,NA,WT,WT
Thamnophis sirtalis,TV2,NA,Lost Lk.,PNW,NA,NA,neonate,3.15,17.8,NA,0.3483,NA,WT,WT
Thamnophis sirtalis,TZ1,NA,Lost Lk.,PNW,NA,NA,neonate,2.87,18.4,NA,0.3555,NA,WT,WT
Thamnophis sirtalis,TZ2,NA,Lost Lk.,PNW,NA,NA,neonate,2.68,19.1,NA,0.366,NA,WT,WT
Thamnophis sirtalis,UF1,NA,Lost Lk.,PNW,NA,NA,neonate,2.27,16.6,NA,0.3409,NA,WT,WT
Thamnophis sirtalis,UF2,NA,Lost Lk.,PNW,NA,NA,neonate,2.35,16.9,NA,0.3481,NA,WT,WT
Thamnophis sirtalis,VE10,EDBJR 22243,Santa Lucia,south_bay,NA,NA,neonate,1.36,13.2,NA,0.2606,NA,LVNV,LVNV
Thamnophis sirtalis,VE2,EDBJR 22238,Santa Lucia,south_bay,NA,NA,neonate,2.64,16.7,NA,0.4252,6.3,WT,WT
Thamnophis sirtalis,VE4,EDBJR 22239,Santa Lucia,south_bay,NA,NA,neonate,3,18.3,NA,0.3823,100,LVNV,LVNV
Thamnophis sirtalis,VE5,EDBJR 22240,Santa Lucia,south_bay,NA,NA,neonate,2.92,18.3,NA,0.3591,25,LVNV,WT
Thamnophis sirtalis,VE7,EDBJR 22241,Santa Lucia,south_bay,NA,NA,neonate,2.88,17.7,NA,0.321,50,LVNV,WT
Thamnophis sirtalis,VE9,EDBJR 22242,Santa Lucia,south_bay,NA,NA,neonate,2.39,16.2,NA,0.3029,100,LVNV,LVNV
Thamnophis sirtalis,VG1,EDBJR 21704,Gilroy,south_bay,NA,NA,neonate,2.79,19,NA,0.4623,50,LVNV,WT
Thamnophis sirtalis,VG10,EDBJR 21713,Gilroy,south_bay,NA,NA,neonate,2.15,17.5,NA,0.3464,50,LVNV,WT
Thamnophis sirtalis,VG2,EDBJR 21705,Gilroy,south_bay,NA,NA,neonate,2.9,19.2,NA,0.3687,50,LVNV,WT
Thamnophis sirtalis,VG3,EDBJR 21706,Gilroy,south_bay,NA,NA,neonate,3.13,18.6,NA,0.4357,50,LVNV,WT
Thamnophis sirtalis,VG4,EDBJR 21707,Gilroy,south_bay,NA,NA,neonate,2.69,19.2,NA,0.4543,28,WT,WT
Thamnophis sirtalis,VG5,EDBJR 21708,Gilroy,south_bay,NA,NA,neonate,2.65,18.5,NA,0.3843,28,WT,WT
Thamnophis sirtalis,VG6,EDBJR 21709,Gilroy,south_bay,NA,NA,neonate,2.96,19.2,NA,0.3743,28,WT,WT
Thamnophis sirtalis,VG7,EDBJR 21710,Gilroy,south_bay,NA,NA,neonate,2.61,18.7,NA,0.4335,50,LVNV,LVNV
Thamnophis sirtalis,VG8,EDBJR 21711,Gilroy,south_bay,NA,NA,neonate,2.86,19.1,NA,0.4671,18,WT,WT
Thamnophis sirtalis,VG9,EDBJR 21712,Gilroy,south_bay,NA,NA,neonate,2.83,18.9,NA,0.3894,50,LVNV,WT
Thamnophis sirtalis,VH10,EDBJR 21723,Gilroy,south_bay,NA,NA,neonate,2.06,17.4,NA,0.3469,50,LVNV,LVNV
Thamnophis sirtalis,VH11,EDBJR 21724,Gilroy,south_bay,NA,NA,neonate,1.9,17.5,NA,0.3834,36,WT,WT
Thamnophis sirtalis,VH12,EDBJR 21725,Gilroy,south_bay,NA,NA,neonate,2.39,18.4,NA,0.4058,16,WT,WT
Thamnophis sirtalis,VH13,EDBJR 21726,Gilroy,south_bay,NA,NA,neonate,2,17.7,NA,0.3888,50,LVNV,WT
Thamnophis sirtalis,VH14,EDBJR 21727,Gilroy,south_bay,NA,NA,neonate,2.05,17.3,NA,0.384,50,LVNV,WT
Thamnophis sirtalis,VH18,EDBJR 21731,Gilroy,south_bay,NA,NA,neonate,2.2,17.2,NA,0.3679,NA,WT,WT
Thamnophis sirtalis,VH2,EDBJR 21715,Gilroy,south_bay,NA,NA,neonate,2.11,17.5,NA,0.3674,50,LVNV,LVNV
Thamnophis sirtalis,VH3,EDBJR 21716,Gilroy,south_bay,NA,NA,neonate,2.12,16.8,NA,0.3708,50,LVNV,LVNV
Thamnophis sirtalis,VH4,EDBJR 21717,Gilroy,south_bay,NA,NA,neonate,2.12,17,NA,0.4055,22.2,WT,WT
Thamnophis sirtalis,VH5,EDBJR 21718,Gilroy,south_bay,NA,NA,neonate,1.93,17.9,NA,0.4427,27.6,WT,WT
Thamnophis sirtalis,VH6,EDBJR 21719,Gilroy,south_bay,NA,NA,neonate,2.01,18,NA,0.4073,50,LVNV,LVNV
Thamnophis sirtalis,VH7,EDBJR 21720,Gilroy,south_bay,NA,NA,neonate,2.26,18,NA,0.3467,20,WT,WT
Thamnophis sirtalis,VH9,EDBJR 21722,Gilroy,south_bay,NA,NA,neonate,1.55,16.2,NA,0.3489,20,WT,WT
